column_0,column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10,column_11,column_12,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_24,column_25,column_26,column_27,column_28,column_29,column_30,column_31,column_32,column_33,column_34,column_35,column_36,column_37,column_38,column_39,column_40,column_41,column_42,column_43,column_44,column_45,column_46,column_47,column_48,column_49,column_50,column_51,column_52,column_53,column_54,column_55,column_56,column_57,column_58,column_59,column_60,column_61,column_62,column_63,column_64,column_65,column_66,column_67,column_68,column_69,column_70,column_71,column_72,column_73,column_74,column_75,column_76,column_77,column_78,column_79,column_80,column_81,column_82,column_83,column_84,column_85,column_86,column_87,column_88,column_89,column_90,column_91,column_92,column_93,column_94,column_95,column_96,column_97,column_98,column_99,column_100,column_101,column_102,column_103,column_104,column_105,column_106,column_107,column_108,column_109,URL,column_110
07.02.25 17:28:31,Letzter Preis,"99,961",Veränderung zum Vortag,-0.48%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.481 / -0.48%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"99,961",Tagestief/-hoch,"99,961 / 100,464",52-Wochentief/-hoch,"98,642 / 100,51",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"3,1647",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,4364",Aufgelaufene Stückzinstage,51,Duration in Jahren,"0,864",Modified Duration,"0,841",Kupon,3.125%,Erster Zinstermin,22.12.2022,Anzahl Zinstermine,Jährlich,Zinslauf ab,22.09.2022,Tief,"99,821","99,821","99,693","98,642","96,68","96,68",Hoch,"100,471","100,51","100,51","100,51","100,51","100,51",Entwicklung,0.06%,-0.40%,0.25%,1.04%,1.66%,0.99%,Emittent,SpareBank 1 SMN,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,22.09.2022,Emissionsvolumen,500.000.000,Umlaufendes Volumen,500.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,20.09.2022,Fälligkeit,22.12.2025,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100.000,Spezialist,ICF BANK AG WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,,,https://www.boerse-frankfurt.de/anleihe/xs2536730448-sparebank-1-smn-3-125-22-25,
07.02.25 17:00:07,Letzter Preis,"100,82",Veränderung zum Vortag,-0.08%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.08 / -0.08%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"100,82",Tagestief/-hoch,"100,64 / 100,87",52-Wochentief/-hoch,"98,325 / 101,44",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,4349",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,7071",Aufgelaufene Stückzinstage,94,Duration in Jahren,"2,682",Modified Duration,"2,511",Kupon,2.750%,Erster Zinstermin,09.11.2023,Anzahl Zinstermine,Jährlich,Zinslauf ab,09.11.2022,Tief,"99,99","99,195","99,195","98,325","96,81","96,81",Hoch,"100,91","101,345","101,44","101,44","101,44","101,54",Entwicklung,0.39%,0.10%,0.56%,1.06%,1.51%,1.74%,Emittent,Nederlandse Waterschapsbank N.V.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,09.11.2022,Emissionsvolumen,500.000.000,Umlaufendes Volumen,500.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,04.11.2022,Fälligkeit,09.11.2027,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,,,https://www.boerse-frankfurt.de/anleihe/xs2553554812-nederlandse-waterschapsbank-n-v-2-75-22-27,
07.02.25 08:12:43,Letzter Preis,"105,115",Veränderung zum Vortag,0.04%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.045 / 0.04%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"105,115",Tagestief/-hoch,"105,115 / 105,115",52-Wochentief/-hoch,"101,77 / 105,91",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,8856",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,8974",Aufgelaufene Stückzinstage,81,Duration in Jahren,"4,455",Modified Duration,"3,889",Kupon,4.049%,Erster Zinstermin,22.11.2023,Anzahl Zinstermine,Jährlich,Zinslauf ab,22.11.2022,Tief,"103,30","103,30","103,30","101,77","99,045","99,045",Hoch,"105,115","105,91","105,91","105,91","105,91","105,91",Entwicklung,1.08%,0.46%,1.13%,1.58%,2.62%,3.64%,Emittent,EnBW International Finance B.V.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,22.11.2022,Emissionsvolumen,500.000.000,Umlaufendes Volumen,500.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,22.11.2022,Fälligkeit,22.11.2029,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,ODDO BHF SE,Handelsmodell,Fortlaufende Auktion,,,https://www.boerse-frankfurt.de/anleihe/xs2558395278-enbw-international-finance-b-v-4-049-22-29,
07.02.25 17:00:15,Letzter Preis,"101,44",Veränderung zum Vortag,-0.04%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.04 / -0.04%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"101,44",Tagestief/-hoch,"101,44 / 101,48",52-Wochentief/-hoch,"99,90 / 102,25",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,7789",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,8034",Aufgelaufene Stückzinstage,81,Duration in Jahren,"1,757",Modified Duration,"1,674",Kupon,3.625%,Erster Zinstermin,22.11.2023,Anzahl Zinstermine,Jährlich,Zinslauf ab,22.11.2022,Tief,"101,02","101,02","101,02","99,90","98,59","98,59",Hoch,"102,15","102,25","102,25","102,25","102,25","102,68",Entwicklung,0.18%,-0.10%,0.32%,0.54%,0.67%,0.67%,Emittent,EnBW International Finance B.V.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,22.11.2022,Emissionsvolumen,500.000.000,Umlaufendes Volumen,500.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,22.11.2022,Fälligkeit,22.11.2026,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,WALTER LUDWIG GMBH WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,,,https://www.boerse-frankfurt.de/anleihe/xs2558395351-enbw-international-finance-b-v-3-625-22-26,
07.02.25 17:00:14,Letzter Preis,"105,17",Veränderung zum Vortag,-0.05%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.05 / -0.05%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"105,17",Tagestief/-hoch,"105,17 / 105,22",52-Wochentief/-hoch,"103,50 / 105,43",Handelszeiten,08:00-17:30,Kupon,6.000%,Erster Zinstermin,21.01.2023,Anzahl Zinstermine,Jährlich,Zinslauf ab,21.11.2022,Tief,"104,33","104,33","104,33","103,50","99,00","99,00",Hoch,"105,25","105,43","105,43","105,43","105,43","105,43",Entwicklung,0.44%,0.22%,0.53%,0.72%,5.58%,5.58%,Emittent,Banco BPM S.p.A.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,150.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,21.11.2022,Emissionsvolumen,500.000.000,Umlaufendes Volumen,500.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,12.05.2023,Fälligkeit,21.01.2028,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Nein,Kleinste handelbare Einheit,150.000,Spezialist,WALTER LUDWIG GMBH WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,,,,,,,,,,,,,,,,https://www.boerse-frankfurt.de/anleihe/xs2558591967-banco-bpm-s-p-a-6-22-28,
07.02.25 17:28:32,Letzter Preis,"103,784",Veränderung zum Vortag,-0.36%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.378 / -0.36%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"103,784",Tagestief/-hoch,"103,784 / 104,283",52-Wochentief/-hoch,"100,375 / 104,283",Handelszeiten,08:00-17:30,Kupon,4.875%,Erster Zinstermin,25.07.2023,Anzahl Zinstermine,Jährlich,Zinslauf ab,25.01.2023,Tief,"102,291","102,291","102,021","100,375","94,68","94,68",Hoch,"104,283","104,283","104,283","104,283","104,283","104,283",Entwicklung,1.00%,1.16%,1.63%,2.50%,4.76%,4.53%,Emittent,Iberdrola Finanzas S.A.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,25.01.2023,Emissionsvolumen,1.000.000.000,Umlaufendes Volumen,1.000.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,20.01.2023,Fälligkeit,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Ja,Kleinste handelbare Einheit,100.000,Spezialist,ICF BANK AG WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,,,,,,,,,,,,,,,,,https://www.boerse-frankfurt.de/anleihe/xs2580221658-iberdrola-finanzas-s-a-4-875,
07.02.25 09:21:51,Letzter Preis,"102,57",Veränderung zum Vortag,0.04%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.04 / 0.04%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"102,57",Tagestief/-hoch,"102,57 / 102,57",52-Wochentief/-hoch,"101,00 / 103,92",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"3,9025",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"3,0182",Aufgelaufene Stückzinstage,192,Duration in Jahren,"1,462",Modified Duration,"1,382",Kupon,5.750%,Erster Zinstermin,03.08.2023,Anzahl Zinstermine,Jährlich,Zinslauf ab,03.02.2023,Tief,"101,45","101,17","101,00","101,00","98,08","98,08",Hoch,"102,57","103,16","103,16","103,92","103,92","103,92",Entwicklung,0.67%,0.01%,1.21%,0.41%,1.13%,1.70%,Emittent,ZF Finance GmbH,Branche,(Industrie-) und Bankschuldverschreibungen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,03.02.2023,Emissionsvolumen,650.000.000,Umlaufendes Volumen,650.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,30.01.2023,Fälligkeit,03.08.2026,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,,,https://www.boerse-frankfurt.de/anleihe/xs2582404724-zf-finance-gmbh-5-75-23-26,
07.02.25 17:00:14,Letzter Preis,"106,82",Veränderung zum Vortag,-0.29%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.31 / -0.29%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"106,82",Tagestief/-hoch,"106,82 / 107,01",52-Wochentief/-hoch,"100,66 / 107,98",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"3,4774",Rendite in % zu Brief,"3,4081",Rendite in % zu Geld,"3,4699",Stückzinsberechnung,k.A.,Stückzinsen in %,"0,0959",Aufgelaufene Stückzinstage,8,Duration in Jahren,"7,671",Modified Duration,"5,644",Kupon,4.375%,Erster Zinstermin,03.02.2024,Anzahl Zinstermine,Jährlich,Zinslauf ab,03.02.2023,Tief,"103,89","103,89","103,01","100,66","92,60","92,60",Hoch,"107,13","107,98","107,98","107,98","107,98","107,98",Entwicklung,1.66%,1.76%,3.46%,3.90%,7.59%,7.59%,Emittent,A2A S.p.A.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,03.02.2023,Emissionsvolumen,500.000.000,Umlaufendes Volumen,500.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,12.05.2023,Fälligkeit,03.02.2034,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100.000,Spezialist,WALTER LUDWIG GMBH WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/xs2583205906-a2a-s-p-a-4-375-23-34,
07.02.25 09:21:51,Letzter Preis,"105,60",Veränderung zum Vortag,-0.27%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.29 / -0.27%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"105,60",Tagestief/-hoch,"105,60 / 105,60",52-Wochentief/-hoch,"98,90 / 110,09",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"3,6795",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"3,9878",Aufgelaufene Stückzinstage,355,Duration in Jahren,"13,236",Modified Duration,"6,899",Kupon,4.110%,Erster Zinstermin,22.02.2024,Anzahl Zinstermine,Jährlich,Zinslauf ab,22.02.2023,Tief,"101,91","101,91","101,85","98,90","90,54","90,54",Hoch,"105,89","110,09","110,09","110,09","110,09","110,09",Entwicklung,1.51%,0.57%,3.03%,1.39%,7.31%,7.31%,Emittent,East Japan Railway Co.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,22.02.2023,Emissionsvolumen,750.000.000,Umlaufendes Volumen,750.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,17.02.2023,Fälligkeit,22.02.2043,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,,,https://www.boerse-frankfurt.de/anleihe/xs2588859376-east-japan-railway-co-4-11-23-43,
07.02.25 17:28:32,Letzter Preis,"103,40",Veränderung zum Vortag,-0.57%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.59 / -0.57%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"103,40",Tagestief/-hoch,"103,40 / 103,98",52-Wochentief/-hoch,"102,22 / 104,53",Handelszeiten,08:00-17:30,Kupon,5.000%,Erster Zinstermin,08.03.2024,Anzahl Zinstermine,Jährlich,Zinslauf ab,08.03.2023,Tief,"102,81","102,81","102,81","102,22","98,01","98,01",Hoch,"103,99","104,525","104,53","104,53","104,53","104,53",Entwicklung,0.40%,-0.79%,-0.12%,0.40%,3.37%,3.37%,Emittent,Intesa Sanpaolo S.p.A.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,150.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,08.03.2023,Emissionsvolumen,1.500.000.000,Umlaufendes Volumen,1.500.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,12.05.2023,Fälligkeit,08.03.2028,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Nein,Kleinste handelbare Einheit,150.000,Spezialist,ICF BANK AG WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,,,,,,,,,,,,,,,,https://www.boerse-frankfurt.de/anleihe/xs2592650373-intesa-sanpaolo-s-p-a-5-23-28,
07.02.25 09:21:51,Letzter Preis,"101,41",Veränderung zum Vortag,0.01%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.01 / 0.01%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"101,41",Tagestief/-hoch,"101,41 / 101,41",52-Wochentief/-hoch,"99,96 / 101,60",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,8412",Rendite in % zu Brief,"2,2828",Rendite in % zu Geld,"2,8492",Stückzinsberechnung,k.A.,Stückzinsen in %,"2,9302",Aufgelaufene Stückzinstage,268,Duration in Jahren,"1,263",Modified Duration,"1,219",Kupon,4.000%,Erster Zinstermin,19.05.2024,Anzahl Zinstermine,Jährlich,Zinslauf ab,19.05.2023,Tief,"101,05","101,05","100,79","99,96","98,34","98,34",Hoch,"101,44","101,57","101,60","101,60","101,60","101,60",Entwicklung,0.20%,0.02%,0.62%,0.95%,2.69%,2.69%,Emittent,Intesa Sanpaolo S.p.A.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,19.05.2023,Emissionsvolumen,1.000.000.000,Umlaufendes Volumen,1.000.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,26.05.2023,Fälligkeit,19.05.2026,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/xs2625195891-intesa-sanpaolo-s-p-a-4-23-26,
07.02.25 09:21:51,Letzter Preis,"108,44",Veränderung zum Vortag,-0.08%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.09 / -0.08%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"108,44",Tagestief/-hoch,"108,44 / 108,44",52-Wochentief/-hoch,"106,17 / 108,80",Handelszeiten,08:00-17:30,Kupon,7.500%,Erster Zinstermin,06.09.2024,Anzahl Zinstermine,Jährlich,Zinslauf ab,06.09.2023,Tief,"106,47","106,47","106,36","106,17","99,82","99,82",Hoch,"108,53","108,53","108,68","108,80","108,80","108,80",Entwicklung,1.37%,1.11%,0.82%,0.97%,7.46%,7.46%,Emittent,Volkswagen International Finance N.V.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,06.09.2023,Emissionsvolumen,1.000.000.000,Umlaufendes Volumen,1.000.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,01.09.2023,Fälligkeit,Schuldnerkündigungsart,Call option,Sonderkündigung,Nachrangig,Ja,Kleinste handelbare Einheit,100.000,Spezialist,WOLFGANG STEUBING AG,Handelsmodell,Fortlaufende Auktion,,,,,,,,,,,,,,,,,https://www.boerse-frankfurt.de/anleihe/xs2675884576-volkswagen-international-finance-n-v-7-5,
07.02.25 08:12:43,Letzter Preis,"113,391",Veränderung zum Vortag,0.19%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.22 / 0.19%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"113,391",Tagestief/-hoch,"113,391 / 113,391",52-Wochentief/-hoch,"110,317 / 114,139",Handelszeiten,08:00-17:30,Kupon,7.875%,Erster Zinstermin,06.09.2024,Anzahl Zinstermine,Jährlich,Zinslauf ab,06.09.2023,Tief,"110,317","110,317","110,317","110,317","99,813","99,813",Hoch,"113,391","113,391","114,139","114,139","114,139","114,139",Entwicklung,2.20%,1.55%,0.61%,1.45%,10.83%,10.83%,Emittent,Volkswagen International Finance N.V.,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,100.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,06.09.2023,Emissionsvolumen,750.000.000,Umlaufendes Volumen,750.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,01.09.2023,Fälligkeit,Schuldnerkündigungsart,Call option,Sonderkündigung,Nachrangig,Ja,Kleinste handelbare Einheit,100.000,Spezialist,ODDO BHF SE,Handelsmodell,Fortlaufende Auktion,,,,,,,,,,,,,,,,,https://www.boerse-frankfurt.de/anleihe/xs2675884733-volkswagen-international-finance-n-v-7-875,
07.02.25 17:00:07,Letzter Preis,"104,42",Veränderung zum Vortag,-0.28%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.29 / -0.28%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Kanadische Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"104,42",Tagestief/-hoch,"104,42 / 104,78",52-Wochentief/-hoch,"100,13 / 105,16",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,9691",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"1,6851",Aufgelaufene Stückzinstage,145,Duration in Jahren,"3,387",Modified Duration,"3,209",Kupon,4.250%,Erster Zinstermin,19.03.2024,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,19.09.2023,Tief,"102,56","102,56","102,56","100,13","97,485","97,485",Hoch,"105,10","105,16","105,16","105,16","105,16","105,16",Entwicklung,0.74%,0.63%,0.81%,2.77%,4.72%,4.72%,Emittent,Kreditanstalt für Wiederaufbau,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,19.09.2023,Emissionsvolumen,500.000.000,Umlaufendes Volumen,500.000.000,Emissionswährung,CAD,Depotwährung,CAD,Notierungsaufnahme,15.09.2023,Fälligkeit,19.09.2028,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,,,,https://www.boerse-frankfurt.de/anleihe/xs2689093388-kreditanstalt-fuer-wiederaufbau-4-25-23-28,
07.02.25 17:28:07,Letzter Preis,"104,90",Veränderung zum Vortag,-0.10%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.10 / -0.10%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"104,90",Tagestief/-hoch,"104,87 / 105,02",52-Wochentief/-hoch,"101,49 / 106,70",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,6067",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"1,2264",Aufgelaufene Stückzinstage,138,Duration in Jahren,"7,693",Modified Duration,"6,162",Kupon,3.250%,Erster Zinstermin,26.09.2024,Anzahl Zinstermine,Jährlich,Zinslauf ab,26.09.2023,Tief,"102,43","102,43","102,43","101,49","97,25","97,25",Hoch,"105,06","106,55","106,70","106,70","106,78","106,78",Entwicklung,1.23%,0.54%,0.18%,0.99%,5.29%,5.29%,Emittent,Landwirtschaftliche Rentenbank,Branche,Schuldverschreibungen von Sonderinstituten,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,26.09.2023,Emissionsvolumen,1.000.000.000,Umlaufendes Volumen,1.000.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,21.09.2023,Fälligkeit,26.09.2033,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,ICF BANK AG WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,,,,https://www.boerse-frankfurt.de/anleihe/xs2694863841-landwirtschaftliche-rentenbank-3-25-23-33,
07.02.25 17:28:01,Letzter Preis,"92,14",Veränderung zum Vortag,-0.11%,07.02.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.105 / -0.11%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Australischer Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"92,14",Tagestief/-hoch,"92,13 / 92,19",52-Wochentief/-hoch,"88,295 / 92,25",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"4,2409",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,0555",Aufgelaufene Stückzinstage,27,Duration in Jahren,"2,404",Modified Duration,"2,283",Kupon,0.750%,Erster Zinstermin,15.07.2021,Anzahl Zinstermine,Halbjährlich,Zinslauf ab,15.01.2021,Tief,"91,41","90,47","90,47","88,295","85,05","82,10",Hoch,"92,25","92,25","92,25","92,25","92,25","92,325",Entwicklung,0.66%,1.59%,1.60%,3.71%,6.51%,-0.03%,Emittent,European Investment Bank (EIB),Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,15.01.2021,Emissionsvolumen,1.250.000.000,Umlaufendes Volumen,1.250.000.000,Emissionswährung,AUD,Depotwährung,AUD,Notierungsaufnahme,07.01.2021,Fälligkeit,15.07.2027,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,ICF BANK AG WERTPAPIERHANDELSBANK,Handelsmodell,Fortlaufende Auktion,,,,https://www.boerse-frankfurt.de/anleihe/au3cb0277077-european-investment-bank-eib-0-75-21-27,
