column_0,column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10,column_11,column_12,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_24,column_25,column_26,column_27,column_28,column_29,column_30,column_31,column_32,column_33,column_34,column_35,column_36,column_37,column_38,column_39,column_40,column_41,column_42,column_43,column_44,column_45,column_46,column_47,column_48,column_49,column_50,column_51,column_52,column_53,column_54,column_55,column_56,column_57,column_58,column_59,column_60,column_61,column_62,column_63,column_64,column_65,column_66,column_67,column_68,column_69,column_70,column_71,column_72,column_73,column_74,column_75,column_76,column_77,column_78,column_79,column_80,column_81,column_82,column_83,column_84,column_85,column_86,column_87,column_88,column_89,column_90,column_91,column_92,column_93,column_94,column_95,column_96,column_97,column_98,column_99,column_100,column_101,column_102,column_103,column_104,column_105,column_106,URL,column_107,column_108
24.01.25 12:00:47,Letzter Preis,"104,33",Veränderung zum Vortag,-0.40%,24.01.25 12:00:47,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.42 / -0.40%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"104,33",Tagestief/-hoch,"104,33 / 104,33",52-Wochentief/-hoch,"101,48 / 106,87",Handelszeiten,11:00-13:00,Rendite in % zum letzten Preis,"3,3778",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"1,0155",Aufgelaufene Stückzinstage,88,Duration in Jahren,"5,251",Modified Duration,"4,337",Kupon,4.220%,Erster Zinstermin,01.11.2024,Anzahl Zinstermine,Jährlich,Zinslauf ab,01.11.2023,Tief,"104,14","104,14","103,97","101,48","99,40","99,40",Hoch,"105,74","106,87","106,87","106,87","106,87","106,87",Entwicklung,-1.41%,-1.72%,0.35%,2.34%,4.96%,4.96%,Emittent,DekaBank Deutsche Girozentrale,Branche,Pfandbriefe von Hypothekenbankenoder,Markt,Regulierter Markt,Subsegment,Mindestanlagesumme,Notierungseinheit,Prozentnotiert,Emissionsdatum,01.11.2023,Emissionsvolumen,10.000.000,Umlaufendes Volumen,10.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,02.11.2023,Fälligkeit,01.11.2030,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,,https://www.boerse-frankfurt.de/anleihe/de000dk011s3-dekabank-deutsche-girozentrale-4-22-23-30,,
24.01.25 12:00:47,Letzter Preis,"101,64",Veränderung zum Vortag,-0.08%,24.01.25 12:00:47,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.08 / -0.08%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"101,64",Tagestief/-hoch,"101,64 / 101,64",52-Wochentief/-hoch,"98,18 / 103,50",Handelszeiten,11:00-13:00,Rendite in % zum letzten Preis,"3,1343",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,4027",Aufgelaufene Stückzinstage,42,Duration in Jahren,"4,581",Modified Duration,"3,940",Kupon,3.503%,Erster Zinstermin,17.12.2024,Anzahl Zinstermine,Jährlich,Zinslauf ab,15.12.2023,Tief,"101,19","101,19","100,32","98,18","98,18","98,18",Hoch,"102,55","103,50","103,50","103,50","103,50","103,50",Entwicklung,-0.99%,-0.91%,1.32%,3.04%,1.64%,1.64%,Emittent,DekaBank Deutsche Girozentrale,Branche,Pfandbriefe von Hypothekenbankenoder,Markt,Regulierter Markt,Subsegment,Mindestanlagesumme,Notierungseinheit,Prozentnotiert,Emissionsdatum,15.12.2023,Emissionsvolumen,20.000.000,Umlaufendes Volumen,20.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,18.12.2023,Fälligkeit,17.12.2029,Schuldnerkündigungsart,Special call,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,100.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/de000dk011w5-dekabank-deutsche-girozentrale-3-503-23-29,,
24.01.25 12:00:47,Letzter Preis,"84,68",Veränderung zum Vortag,-0.09%,24.01.25 12:00:47,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.08 / -0.09%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"84,68",Tagestief/-hoch,"84,68 / 84,68",52-Wochentief/-hoch,"79,59 / 87,25",Handelszeiten,11:00-13:00,Rendite in % zum letzten Preis,"3,4544",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,5800",Aufgelaufene Stückzinstage,156,Duration in Jahren,"8,112",Modified Duration,"6,063",Kupon,1.360%,Erster Zinstermin,25.08.2017,Anzahl Zinstermine,Jährlich,Zinslauf ab,25.08.2016,Tief,"84,09","84,09","83,36","79,59","74,21","74,21",Hoch,"85,80","87,25","87,25","87,25","87,25","99,67",Entwicklung,-1.34%,-1.31%,1.46%,6.02%,7.50%,-15.04%,Emittent,DekaBank Deutsche Girozentrale,Branche,Pfandbriefe von Hypothekenbankenoder,Markt,Regulierter Markt,Subsegment,Mindestanlagesumme,Notierungseinheit,Prozentnotiert,Emissionsdatum,25.08.2016,Emissionsvolumen,25.000.000,Umlaufendes Volumen,25.000.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,26.08.2016,Fälligkeit,25.08.2033,Schuldnerkündigungsart,Call option,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/de000dk0hvt3-dekabank-deutsche-girozentrale-1-36-16-33,,
24.01.25 12:00:47,Letzter Preis,"96,00",Veränderung zum Vortag,0.04%,24.01.25 12:00:47,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.04 / 0.04%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"96,00",Tagestief/-hoch,"96,00 / 96,00",52-Wochentief/-hoch,"92,11 / 96,49",Handelszeiten,11:00-13:00,Rendite in % zum letzten Preis,"4,9736",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,9260",Aufgelaufene Stückzinstage,146,Duration in Jahren,"1,592",Modified Duration,"1,473",Kupon,2.320%,Erster Zinstermin,04.09.2017,Anzahl Zinstermine,Jährlich,Zinslauf ab,07.09.2016,Tief,"95,64","95,33","94,13","92,11","89,94","88,44",Hoch,"96,07","96,07","96,49","96,49","96,49","100,40",Entwicklung,0.27%,0.21%,1.99%,3.16%,6.25%,-4.38%,Emittent,DekaBank Deutsche Girozentrale,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,Notierungseinheit,Prozentnotiert,Emissionsdatum,07.09.2016,Emissionsvolumen,10.000.000,Umlaufendes Volumen,10.000.000,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,07.09.2016,Fälligkeit,04.09.2026,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,,https://www.boerse-frankfurt.de/anleihe/de000dk0hw60-dekabank-deutsche-girozentrale-2-32-16-26,,
24.01.25 12:00:46,Letzter Preis,"95,39",Veränderung zum Vortag,0.05%,24.01.25 12:00:46,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.05 / 0.05%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"95,39",Tagestief/-hoch,"95,39 / 95,39",52-Wochentief/-hoch,"90,74 / 95,45",Handelszeiten,11:00-13:00,Rendite in % zum letzten Preis,"5,0816",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,3859",Aufgelaufene Stückzinstage,353,Duration in Jahren,"1,036",Modified Duration,"0,984",Kupon,0.400%,Erster Zinstermin,10.02.2022,Anzahl Zinstermine,Jährlich,Zinslauf ab,10.02.2021,Tief,"95,04","94,50","92,79","90,74","87,08","85,05",Hoch,"95,45","95,45","95,45","95,45","95,45","95,45",Entwicklung,0.41%,0.88%,2.80%,4.67%,9.22%,1.70%,Emittent,DekaBank Deutsche Girozentrale,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,Notierungseinheit,Prozentnotiert,Emissionsdatum,10.02.2021,Emissionsvolumen,50.000.000,Umlaufendes Volumen,50.000.000,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,10.02.2021,Fälligkeit,10.02.2026,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,,https://www.boerse-frankfurt.de/anleihe/de000dk0zjb8-dekabank-deutsche-girozentrale-0-4-21-26,,
24.01.25 12:00:47,Letzter Preis,"95,89",Veränderung zum Vortag,0.03%,24.01.25 12:00:47,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.03 / 0.03%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Norwegische Krone,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"95,89",Tagestief/-hoch,"95,89 / 95,89",52-Wochentief/-hoch,"92,18 / 95,89",Handelszeiten,11:00-13:00,Rendite in % zum letzten Preis,"4,9687",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,7718",Aufgelaufene Stückzinstage,353,Duration in Jahren,"1,036",Modified Duration,"0,985",Kupon,0.800%,Erster Zinstermin,10.02.2022,Anzahl Zinstermine,Jährlich,Zinslauf ab,10.02.2021,Tief,"95,55","94,96","94,03","92,18","89,38","88,32",Hoch,"95,89","95,89","95,89","95,89","95,89","95,89",Entwicklung,0.44%,0.81%,1.95%,3.54%,6.28%,1.97%,Emittent,DekaBank Deutsche Girozentrale,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,Notierungseinheit,Prozentnotiert,Emissionsdatum,10.02.2021,Emissionsvolumen,50.000.000,Umlaufendes Volumen,50.000.000,Emissionswährung,NOK,Depotwährung,NOK,Notierungsaufnahme,10.02.2021,Fälligkeit,10.02.2026,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,,https://www.boerse-frankfurt.de/anleihe/de000dk0zjc6-dekabank-deutsche-girozentrale-0-8-21-26,,
24.01.25 17:00:50,Letzter Preis,"99,80",Veränderung zum Vortag,0.05%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.05 / 0.05%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"99,80",Tagestief/-hoch,"99,75 / 99,80",52-Wochentief/-hoch,"99,65 / 100,55",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"3,5249",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,6242",Aufgelaufene Stückzinstage,83,Duration in Jahren,"0,270",Modified Duration,"0,268",Kupon,2.750%,Erster Zinstermin,06.05.2025,Anzahl Zinstermine,Jährlich,Zinslauf ab,06.11.2024,Tief,"99,75","99,65","99,65","99,65","99,65","99,65",Hoch,"99,80","100,55","100,55","100,55","100,55","100,55",Entwicklung,0.05%,0.15%,0.15%,0.15%,0.15%,0.15%,Emittent,Landesbank Hessen-Thüringen Girozentrale,Branche,Pfandbriefe von Hypothekenbankenoder,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,06.11.2024,Emissionsvolumen,100.000.000,Umlaufendes Volumen,82.255.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,06.11.2024,Fälligkeit,06.05.2025,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/de000hel0as4-landesbank-hessen-thueringen-girozentrale-2-75-24-25,,
24.01.25 17:00:50,Letzter Preis,"99,75",Veränderung zum Vortag,0.05%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.05 / 0.05%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"99,75",Tagestief/-hoch,"99,70 / 99,75",52-Wochentief/-hoch,"99,60 / 99,80",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,9919",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,5675",Aufgelaufene Stückzinstage,83,Duration in Jahren,"0,524",Modified Duration,"0,516",Kupon,2.500%,Erster Zinstermin,06.08.2025,Anzahl Zinstermine,Jährlich,Zinslauf ab,06.11.2024,Tief,"99,70","99,60","99,60","99,60","99,60","99,60",Hoch,"99,75","99,80","99,80","99,80","99,80","99,80",Entwicklung,0.00%,0.15%,0.15%,0.15%,0.15%,0.15%,Emittent,Landesbank Hessen-Thüringen Girozentrale,Branche,Pfandbriefe von Hypothekenbankenoder,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,06.11.2024,Emissionsvolumen,100.000.000,Umlaufendes Volumen,20.150.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,06.11.2024,Fälligkeit,06.08.2025,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/de000hel0at2-landesbank-hessen-thueringen-girozentrale-2-5-24-25,,
24.01.25 17:00:50,Letzter Preis,"99,55",Veränderung zum Vortag,0.00%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.00 / 0.00%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"99,55",Tagestief/-hoch,"99,55 / 99,55",52-Wochentief/-hoch,"99,40 / 99,70",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,8399",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,5107",Aufgelaufene Stückzinstage,83,Duration in Jahren,"0,777",Modified Duration,"0,760",Kupon,2.250%,Erster Zinstermin,06.11.2025,Anzahl Zinstermine,Jährlich,Zinslauf ab,06.11.2024,Tief,"99,50","99,40","99,40","99,40","99,40","99,40",Hoch,"99,65","99,70","99,70","99,70","99,70","99,70",Entwicklung,-0.05%,0.15%,0.15%,0.15%,0.15%,0.15%,Emittent,Landesbank Hessen-Thüringen Girozentrale,Branche,Pfandbriefe von Hypothekenbankenoder,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,06.11.2024,Emissionsvolumen,100.000.000,Umlaufendes Volumen,31.732.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,06.11.2024,Fälligkeit,06.11.2025,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/de000hel0au0-landesbank-hessen-thueringen-girozentrale-2-25-24-25,,
24.01.25 17:00:49,Letzter Preis,"97,45",Veränderung zum Vortag,0.10%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.10 / 0.10%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"97,45",Tagestief/-hoch,"97,40 / 97,45",52-Wochentief/-hoch,"97,20 / 99,00",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"4,7299",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,7438",Aufgelaufene Stückzinstage,85,Duration in Jahren,"1,749",Modified Duration,"1,612",Kupon,3.200%,Erster Zinstermin,04.11.2025,Anzahl Zinstermine,Jährlich,Zinslauf ab,04.11.2024,Tief,"97,20","97,20","97,20","97,20","97,20","97,20",Hoch,"97,50","99,00","99,00","99,00","99,00","99,00",Entwicklung,-0.10%,-1.57%,-1.57%,-1.57%,-1.57%,-1.57%,Emittent,Landesbank Hessen-Thüringen Girozentrale,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,04.11.2024,Emissionsvolumen,100.000.000,Umlaufendes Volumen,2.200.000,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,04.11.2024,Fälligkeit,04.11.2026,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/de000hel0av8-landesbank-hessen-thueringen-girozentrale-3-2-24-26,,
24.01.25 17:00:49,Letzter Preis,"99,50",Veränderung zum Vortag,0.05%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.05 / 0.05%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"99,50",Tagestief/-hoch,"99,45 / 99,50",52-Wochentief/-hoch,"99,30 / 99,60",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,8062",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,4880",Aufgelaufene Stückzinstage,83,Duration in Jahren,"0,776",Modified Duration,"0,760",Kupon,2.150%,Erster Zinstermin,06.11.2025,Anzahl Zinstermine,Jährlich,Zinslauf ab,06.11.2024,Tief,"99,45","99,30","99,30","99,30","99,30","99,30",Hoch,"99,55","99,60","99,60","99,60","99,60","99,60",Entwicklung,-0.05%,0.20%,0.20%,0.20%,0.20%,0.20%,Emittent,Landesbank Hessen-Thüringen Girozentrale,Branche,Pfandbriefe von Hypothekenbankenoder,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,06.11.2024,Emissionsvolumen,100.000.000,Umlaufendes Volumen,16.043.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,06.11.2024,Fälligkeit,06.11.2025,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/de000hel0ay2-landesbank-hessen-thueringen-girozentrale-2-15-24-25,,
24.01.25 17:00:50,Letzter Preis,"99,70",Veränderung zum Vortag,0.00%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.00 / 0.00%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"99,70",Tagestief/-hoch,"99,70 / 99,70",52-Wochentief/-hoch,"99,45 / 99,70",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"3,7282",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,6366",Aufgelaufene Stückzinstage,97,Duration in Jahren,"0,234",Modified Duration,"0,232",Kupon,2.400%,Erster Zinstermin,23.04.2025,Anzahl Zinstermine,Jährlich,Zinslauf ab,23.10.2024,Tief,"99,65","99,50","99,45","99,45","99,45","99,45",Hoch,"99,70","99,70","99,70","99,70","99,70","99,70",Entwicklung,0.05%,0.20%,0.25%,0.25%,0.25%,0.25%,Emittent,Landesbank Hessen-Thüringen Girozentrale,Branche,Pfandbriefe von Hypothekenbankenoder,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,23.10.2024,Emissionsvolumen,100.000.000,Umlaufendes Volumen,14.997.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,23.10.2024,Fälligkeit,23.04.2025,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/de000hel0az9-landesbank-hessen-thueringen-girozentrale-2-4-24-25,,
24.01.25 17:00:49,Letzter Preis,"100,00",Veränderung zum Vortag,0.00%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.00 / 0.00%,Spread absolut / relativ,0 / 0%,Tagesumsatz in US-Dollar,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"100,00",Tagestief/-hoch,"100,00 / 100,00",52-Wochentief/-hoch,"98,75 / 100,50",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"3,9960",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,3943",Aufgelaufene Stückzinstage,36,Duration in Jahren,"1,870",Modified Duration,"1,736",Kupon,4.000%,Erster Zinstermin,23.12.2025,Anzahl Zinstermine,Jährlich,Zinslauf ab,23.12.2024,Tief,"98,75","98,75","98,75","98,75","98,75","98,75",Hoch,"100,50","100,50","100,50","100,50","100,50","100,50",Entwicklung,0.91%,0.91%,0.91%,0.91%,0.91%,0.91%,Emittent,Landesbank Hessen-Thüringen Girozentrale,Branche,Währungsanleihen,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,23.12.2024,Emissionsvolumen,100.000.000,Umlaufendes Volumen,5.162.000,Emissionswährung,USD,Depotwährung,USD,Notierungsaufnahme,23.12.2024,Fälligkeit,23.12.2026,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/de000hel0b49-landesbank-hessen-thueringen-girozentrale-4-24-26,,
24.01.25 17:00:49,Letzter Preis,"98,80",Veränderung zum Vortag,0.00%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,0.00 / 0.00%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"98,80",Tagestief/-hoch,"98,80 / 98,80",52-Wochentief/-hoch,"97,60 / 99,80",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"3,0255",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,3181",Aufgelaufene Stückzinstage,40,Duration in Jahren,"4,578",Modified Duration,"4,405",Kupon,2.863%,Erster Zinstermin,18.03.2025,Anzahl Zinstermine,Vierteljährlich,Zinslauf ab,18.12.2024,Tief,"97,60","97,60","97,60","97,60","97,60","97,60",Hoch,"99,80","99,80","99,80","99,80","99,80","99,80",Entwicklung,0.00%,-0.30%,-0.30%,-0.30%,-0.30%,-0.30%,Emittent,Landesbank Hessen-Thüringen Girozentrale,Branche,Pfandbriefe von Hypothekenbankenoder,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,18.12.2024,Emissionsvolumen,100.000.000,Umlaufendes Volumen,7.230.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,18.12.2024,Fälligkeit,18.12.2029,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/de000hel0b56-landesbank-hessen-thueringen-girozentrale-2-863-24-29,,
24.01.25 17:00:49,Letzter Preis,"96,85",Veränderung zum Vortag,-0.15%,24.01.25 17:30:00,Geld,Brief,"0,00","0,00",für 0 Nominal,für 0 Nominal,Differenz zum Vortag,-0.15 / -0.15%,Spread absolut / relativ,0 / 0%,Tagesumsatz in Euro,0,Tagesumsatz nominal,0,Preisfeststellungen,0,Schlusspreis des letzten Handelstages,"96,85",Tagestief/-hoch,"96,80 / 97,05",52-Wochentief/-hoch,"96,70 / 98,65",Handelszeiten,08:00-17:30,Rendite in % zum letzten Preis,"2,9718",Rendite in % zu Brief,Rendite in % zu Geld,Stückzinsberechnung,k.A.,Stückzinsen in %,"0,2776",Aufgelaufene Stückzinstage,39,Duration in Jahren,"8,836",Modified Duration,"6,613",Kupon,2.600%,Erster Zinstermin,20.12.2025,Anzahl Zinstermine,Jährlich,Zinslauf ab,20.12.2024,Tief,"96,70","96,70","96,70","96,70","96,70","96,70",Hoch,"98,40","98,65","98,65","98,65","98,65","98,65",Entwicklung,-1.73%,-1.82%,-1.82%,-1.82%,-1.82%,-1.82%,Emittent,Landesbank Hessen-Thüringen Girozentrale,Branche,Pfandbriefe von Hypothekenbankenoder,Markt,Freiverkehr,Subsegment,Mindestanlagesumme,1.000,Notierungseinheit,Prozentnotiert,Emissionsdatum,20.12.2024,Emissionsvolumen,50.000.000,Umlaufendes Volumen,1.020.000,Emissionswährung,EUR,Depotwährung,EUR,Notierungsaufnahme,20.12.2024,Fälligkeit,20.12.2034,Schuldnerkündigungsart,Sonderkündigung,Nachrangig,Kleinste handelbare Einheit,1.000,Spezialist,BAADER BANK AG,Handelsmodell,Fortlaufende Auktion,https://www.boerse-frankfurt.de/anleihe/de000hel0b64-landesbank-hessen-thueringen-girozentrale-2-6-24-34,,
