"","TITLE"
"225","Yield curve instantaneous forward rate, 27-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"226","Yield curve instantaneous forward rate, 27-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"227","Yield curve instantaneous forward rate, 27-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"228","Yield curve instantaneous forward rate, 27-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"229","Yield curve instantaneous forward rate, 27-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"230","Yield curve instantaneous forward rate, 27-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"231","Yield curve instantaneous forward rate, 27-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"232","Yield curve instantaneous forward rate, 27-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"233","Yield curve instantaneous forward rate, 27-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"234","Yield curve instantaneous forward rate, 27-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"235","Yield curve instantaneous forward rate, 28-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"236","Yield curve instantaneous forward rate, 28-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"237","Yield curve instantaneous forward rate, 28-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"238","Yield curve instantaneous forward rate, 28-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"239","Yield curve instantaneous forward rate, 28-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"240","Yield curve instantaneous forward rate, 28-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"241","Yield curve instantaneous forward rate, 28-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"242","Yield curve instantaneous forward rate, 28-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"243","Yield curve instantaneous forward rate, 28-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"244","Yield curve instantaneous forward rate, 28-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"245","Yield curve instantaneous forward rate, 28-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"246","Yield curve instantaneous forward rate, 28-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"247","Yield curve instantaneous forward rate, 29-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"248","Yield curve instantaneous forward rate, 29-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"249","Yield curve instantaneous forward rate, 29-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"250","Yield curve instantaneous forward rate, 29-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"251","Yield curve instantaneous forward rate, 29-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"252","Yield curve instantaneous forward rate, 29-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"253","Yield curve instantaneous forward rate, 29-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"254","Yield curve instantaneous forward rate, 29-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"255","Yield curve instantaneous forward rate, 29-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"256","Yield curve instantaneous forward rate, 29-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"257","Yield curve instantaneous forward rate, 29-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"258","Yield curve instantaneous forward rate, 29-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"259","Yield curve instantaneous forward rate, 2-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"260","Yield curve instantaneous forward rate, 2-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"261","Yield curve instantaneous forward rate, 2-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"262","Yield curve instantaneous forward rate, 2-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"263","Yield curve instantaneous forward rate, 2-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"264","Yield curve instantaneous forward rate, 2-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"265","Yield curve instantaneous forward rate, 2-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"266","Yield curve instantaneous forward rate, 2-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"267","Yield curve instantaneous forward rate, 2-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"268","Yield curve instantaneous forward rate, 2-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"269","Yield curve instantaneous forward rate, 2-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"270","Yield curve instantaneous forward rate, 2-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"271","Yield curve instantaneous forward rate, 30-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"272","Yield curve instantaneous forward rate, 3-month maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"273","Yield curve instantaneous forward rate, 3-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"274","Yield curve instantaneous forward rate, 3-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"275","Yield curve instantaneous forward rate, 3-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"276","Yield curve instantaneous forward rate, 3-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"277","Yield curve instantaneous forward rate, 3-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"278","Yield curve instantaneous forward rate, 3-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"279","Yield curve instantaneous forward rate, 3-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"280","Yield curve instantaneous forward rate, 3-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"281","Yield curve instantaneous forward rate, 3-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"282","Yield curve instantaneous forward rate, 3-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"283","Yield curve instantaneous forward rate, 3-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"284","Yield curve instantaneous forward rate, 3-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"285","Yield curve instantaneous forward rate, 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"286","Yield curve instantaneous forward rate, 4-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"287","Yield curve instantaneous forward rate, 4-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"288","Yield curve instantaneous forward rate, 4-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"289","Yield curve instantaneous forward rate, 4-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"290","Yield curve instantaneous forward rate, 4-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"291","Yield curve instantaneous forward rate, 4-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"292","Yield curve instantaneous forward rate, 4-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"293","Yield curve instantaneous forward rate, 4-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"294","Yield curve instantaneous forward rate, 4-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"295","Yield curve instantaneous forward rate, 4-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"296","Yield curve instantaneous forward rate, 4-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"297","Yield curve instantaneous forward rate, 4-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"298","Yield curve instantaneous forward rate, 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"299","Yield curve instantaneous forward rate, 5-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"300","Yield curve instantaneous forward rate, 5-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"301","Yield curve instantaneous forward rate, 5-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"302","Yield curve instantaneous forward rate, 5-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"303","Yield curve instantaneous forward rate, 5-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"304","Yield curve instantaneous forward rate, 5-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"305","Yield curve instantaneous forward rate, 5-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"306","Yield curve instantaneous forward rate, 5-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"307","Yield curve instantaneous forward rate, 5-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"308","Yield curve instantaneous forward rate, 5-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"309","Yield curve instantaneous forward rate, 5-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"310","Yield curve instantaneous forward rate, 5-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"311","Yield curve instantaneous forward rate, 6-month maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"312","Yield curve instantaneous forward rate, 6-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"313","Yield curve instantaneous forward rate, 6-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"314","Yield curve instantaneous forward rate, 6-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"315","Yield curve instantaneous forward rate, 6-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"316","Yield curve instantaneous forward rate, 6-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"317","Yield curve instantaneous forward rate, 6-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"318","Yield curve instantaneous forward rate, 6-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"319","Yield curve instantaneous forward rate, 6-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"320","Yield curve instantaneous forward rate, 6-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"321","Yield curve instantaneous forward rate, 6-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"322","Yield curve instantaneous forward rate, 6-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"323","Yield curve instantaneous forward rate, 6-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"324","Yield curve instantaneous forward rate, 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"325","Yield curve instantaneous forward rate, 7-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"326","Yield curve instantaneous forward rate, 7-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"327","Yield curve instantaneous forward rate, 7-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"328","Yield curve instantaneous forward rate, 7-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"329","Yield curve instantaneous forward rate, 7-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"330","Yield curve instantaneous forward rate, 7-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"331","Yield curve instantaneous forward rate, 7-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"332","Yield curve instantaneous forward rate, 7-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"333","Yield curve instantaneous forward rate, 7-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"334","Yield curve instantaneous forward rate, 7-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"335","Yield curve instantaneous forward rate, 7-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"336","Yield curve instantaneous forward rate, 7-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"337","Yield curve instantaneous forward rate, 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"338","Yield curve instantaneous forward rate, 8-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"339","Yield curve instantaneous forward rate, 8-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"340","Yield curve instantaneous forward rate, 8-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"341","Yield curve instantaneous forward rate, 8-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"342","Yield curve instantaneous forward rate, 8-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"343","Yield curve instantaneous forward rate, 8-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"344","Yield curve instantaneous forward rate, 8-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"345","Yield curve instantaneous forward rate, 8-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"346","Yield curve instantaneous forward rate, 8-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"347","Yield curve instantaneous forward rate, 8-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"348","Yield curve instantaneous forward rate, 8-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"349","Yield curve instantaneous forward rate, 8-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"350","Yield curve instantaneous forward rate, 9-month maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"351","Yield curve instantaneous forward rate, 9-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"352","Yield curve instantaneous forward rate, 9-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"353","Yield curve instantaneous forward rate, 9-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"354","Yield curve instantaneous forward rate, 9-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"355","Yield curve instantaneous forward rate, 9-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"356","Yield curve instantaneous forward rate, 9-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"357","Yield curve instantaneous forward rate, 9-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"358","Yield curve instantaneous forward rate, 9-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"359","Yield curve instantaneous forward rate, 9-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"360","Yield curve instantaneous forward rate, 9-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"361","Yield curve instantaneous forward rate, 9-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"362","Yield curve instantaneous forward rate, 9-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"363","Par yield curve rate, 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"364","Par yield curve rate, 10-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"365","Par yield curve rate, 10-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"366","Par yield curve rate, 10-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"367","Par yield curve rate, 10-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"368","Par yield curve rate, 10-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"369","Par yield curve rate, 10-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"370","Par yield curve rate, 10-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"371","Par yield curve rate, 10-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"372","Par yield curve rate, 10-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"373","Par yield curve rate, 10-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"374","Par yield curve rate, 10-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"375","Par yield curve rate, 10-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"376","Par yield curve rate, 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"377","Par yield curve rate, 11-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"378","Par yield curve rate, 11-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"379","Par yield curve rate, 11-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"380","Par yield curve rate, 11-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"381","Par yield curve rate, 11-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"382","Par yield curve rate, 11-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"383","Par yield curve rate, 11-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"384","Par yield curve rate, 11-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"385","Par yield curve rate, 11-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"386","Par yield curve rate, 11-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"387","Par yield curve rate, 11-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"388","Par yield curve rate, 11-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"389","Par yield curve rate, 12-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"390","Par yield curve rate, 12-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"391","Par yield curve rate, 12-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"392","Par yield curve rate, 12-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"393","Par yield curve rate, 12-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"394","Par yield curve rate, 12-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"395","Par yield curve rate, 12-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"396","Par yield curve rate, 12-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"397","Par yield curve rate, 12-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"398","Par yield curve rate, 12-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"399","Par yield curve rate, 12-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"400","Par yield curve rate, 12-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"401","Par yield curve rate, 13-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"402","Par yield curve rate, 13-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"403","Par yield curve rate, 13-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"404","Par yield curve rate, 13-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"405","Par yield curve rate, 13-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"406","Par yield curve rate, 13-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"407","Par yield curve rate, 13-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"408","Par yield curve rate, 13-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"409","Par yield curve rate, 13-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"410","Par yield curve rate, 13-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"411","Par yield curve rate, 13-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"412","Par yield curve rate, 13-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"413","Par yield curve rate, 14-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"414","Par yield curve rate, 14-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"415","Par yield curve rate, 14-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"416","Par yield curve rate, 14-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"417","Par yield curve rate, 14-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"418","Par yield curve rate, 14-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"419","Par yield curve rate, 14-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"420","Par yield curve rate, 14-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"421","Par yield curve rate, 14-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"422","Par yield curve rate, 14-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"423","Par yield curve rate, 14-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"424","Par yield curve rate, 14-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"425","Par yield curve rate, 15-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"426","Par yield curve rate, 15-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"427","Par yield curve rate, 15-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"428","Par yield curve rate, 15-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"429","Par yield curve rate, 15-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"430","Par yield curve rate, 15-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"431","Par yield curve rate, 15-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"432","Par yield curve rate, 15-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"433","Par yield curve rate, 15-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"434","Par yield curve rate, 15-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"435","Par yield curve rate, 15-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"436","Par yield curve rate, 15-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"437","Par yield curve rate, 16-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"438","Par yield curve rate, 16-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"439","Par yield curve rate, 16-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"440","Par yield curve rate, 16-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"441","Par yield curve rate, 16-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"442","Par yield curve rate, 16-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"443","Par yield curve rate, 16-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"444","Par yield curve rate, 16-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"445","Par yield curve rate, 16-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"446","Par yield curve rate, 16-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"447","Par yield curve rate, 16-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"448","Par yield curve rate, 16-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"449","Par yield curve rate, 17-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"450","Par yield curve rate, 17-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"451","Par yield curve rate, 17-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"452","Par yield curve rate, 17-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"453","Par yield curve rate, 17-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"454","Par yield curve rate, 17-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"455","Par yield curve rate, 17-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"456","Par yield curve rate, 17-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"457","Par yield curve rate, 17-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
