"Name","Clean_Company_Maturity","WKN","URL","ISIN","Company","Kupon_Maturity","Coupon","Maturity_Start","Maturity_End","is_green","last_price","DateTime","Volume.in.Euro","X.....","Currency","YTM","modified_duration","Kupon","Emittent","Branche","Fälligkeit","Schuldnerkündigungsart","Sonderkündigung","Nachrangig","Kleinste.handelbare.Einheit","Spezialist","Handelsmodell","Emissionsdatum","Emissionsvolumen","Umlaufendes.Volumen","Emissionswährung","Depotwährung","Notierungsaufnahme","Emission_year_2020.0","Emission_year_2021.0","Emission_year_2022.0","Emission_year_2023.0","Emission_year_2024.0","Emission_year_2025.0","Date","fälligkeit_datum","emission_datum","days_to_maturity","maturity_years"
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.97,NA,0,"-0,04","Euro",2.66,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"04/02/2025","16/02/2027","16/02/2022",742,2.03287671232877
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.97,NA,0,"-0,04","Euro",2.66,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"04/02/2025","16/02/2027","16/02/2022",742,2.03287671232877
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.36,NA,0,"-0,02","Euro",2.9,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"06/01/2025","16/02/2027","16/02/2022",771,2.11232876712329
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.36,NA,0,"-0,02","Euro",2.9,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"06/01/2025","16/02/2027","16/02/2022",771,2.11232876712329
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.32,NA,0,"-0,06","Euro",2.92,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"06/01/2025","16/02/2027","16/02/2022",771,2.11232876712329
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.34,NA,0,"0,02","Euro",2.91,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"07/01/2025","16/02/2027","16/02/2022",770,2.10958904109589
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.37,NA,0,"0,05","Euro",2.9,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"07/01/2025","16/02/2027","16/02/2022",770,2.10958904109589
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,95.84,NA,0,"-0,50","Euro",3.16,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"07/01/2025","16/02/2027","16/02/2022",770,2.10958904109589
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.35,NA,0,"0,54","Euro",2.91,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"08/01/2025","16/02/2027","16/02/2022",769,2.10684931506849
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.29,NA,0,"0,47","Euro",2.94,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"08/01/2025","16/02/2027","16/02/2022",769,2.10684931506849
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.3,NA,0,"0,49","Euro",2.94,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"08/01/2025","16/02/2027","16/02/2022",769,2.10684931506849
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.34,NA,0,"0,04","Euro",2.92,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"09/01/2025","16/02/2027","16/02/2022",768,2.1041095890411
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.29,NA,0,"-0,02","Euro",2.94,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"09/01/2025","16/02/2027","16/02/2022",768,2.1041095890411
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.3,NA,0,"-0,01","Euro",2.94,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"09/01/2025","16/02/2027","16/02/2022",768,2.1041095890411
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.27,NA,0,"0,50","Euro",2.96,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"10/01/2025","16/02/2027","16/02/2022",767,2.1013698630137
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.27,NA,0,"0,50","Euro",2.96,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"10/01/2025","16/02/2027","16/02/2022",767,2.1013698630137
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.29,NA,0,"0,52","Euro",2.95,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"10/01/2025","16/02/2027","16/02/2022",767,2.1013698630137
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.18,NA,0,"0,47","Euro",3.01,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"13/01/2025","16/02/2027","16/02/2022",764,2.09315068493151
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.22,NA,0,"0,51","Euro",2.99,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"13/01/2025","16/02/2027","16/02/2022",764,2.09315068493151
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.19,NA,0,"0,48","Euro",3,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"13/01/2025","16/02/2027","16/02/2022",764,2.09315068493151
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.21,NA,0,"0,02","Euro",2.99,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"14/01/2025","16/02/2027","16/02/2022",763,2.09041095890411
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.24,NA,0,"0,05","Euro",2.98,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"14/01/2025","16/02/2027","16/02/2022",763,2.09041095890411
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.2,NA,0,"0,01","Euro",3,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"14/01/2025","16/02/2027","16/02/2022",763,2.09041095890411
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.18,NA,0,"-0,02","Euro",3.01,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"14/01/2025","16/02/2027","16/02/2022",763,2.09041095890411
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.19,NA,0,"0,01","Euro",3.01,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"15/01/2025","16/02/2027","16/02/2022",762,2.08767123287671
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.23,NA,0,"0,06","Euro",2.99,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"15/01/2025","16/02/2027","16/02/2022",762,2.08767123287671
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.34,NA,0,"0,17","Euro",2.93,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"15/01/2025","16/02/2027","16/02/2022",762,2.08767123287671
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.33,NA,0,"0,16","Euro",2.94,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"15/01/2025","16/02/2027","16/02/2022",762,2.08767123287671
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.32,NA,0,"-0,02","Euro",2.94,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"16/01/2025","16/02/2027","16/02/2022",761,2.08493150684932
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.37,NA,0,"0,04","Euro",2.92,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"16/01/2025","16/02/2027","16/02/2022",761,2.08493150684932
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.46,NA,0,"0,04","Euro",2.88,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"17/01/2025","16/02/2027","16/02/2022",760,2.08219178082192
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.46,NA,0,"0,04","Euro",2.88,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"17/01/2025","16/02/2027","16/02/2022",760,2.08219178082192
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.48,NA,0,"0,06","Euro",2.87,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"17/01/2025","16/02/2027","16/02/2022",760,2.08219178082192
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.48,NA,0,"0,02","Euro",2.87,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"20/01/2025","16/02/2027","16/02/2022",757,2.07397260273973
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.53,NA,0,"0,01","Euro",2.85,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"21/01/2025","16/02/2027","16/02/2022",756,2.07123287671233
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.55,NA,0,"0,03","Euro",2.84,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"21/01/2025","16/02/2027","16/02/2022",756,2.07123287671233
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.56,NA,0,"0,04","Euro",2.84,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"24/01/2025","16/02/2027","16/02/2022",753,2.06301369863014
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.53,NA,0,"0,55","Euro",2.86,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"27/01/2025","16/02/2027","16/02/2022",750,2.05479452054795
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.55,NA,0,"0,56","Euro",2.85,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"27/01/2025","16/02/2027","16/02/2022",750,2.05479452054795
"Nordea Bank Abp 1,125% 22/27","nordea bank abp 1 125 22 27","A3K2B2","https://www.boerse-frankfurt.de/anleihe/xs2443893255-nordea-bank-abp-1-125-22-27","xs2443893255","nordea bank abp","1 125 22 27",1.125,22,27,1,96.55,NA,0,"-0,03","Euro",2.79,0.001848,"11.25","Nordea Bank Abp","WÃ¤hrungsanleihen","16,02,2027","Special call","","Nein",100000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","16/02/2022",1e+09,1e+09,"EUR","EUR","14,02,2022",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"27/12/2024","16/02/2027","16/02/2022",781,2.13972602739726
