Name,Clean_Company_Maturity,WKN,URL,ISIN,Company + Kupon and Maturity,Company,Kupon_Maturity,Coupon,Maturity_Start,Maturity_End,is_green
"Investment Energy Resources Ltd. 6,25% 21/29",investment energy resources ltd 6 25 21 29,A3KP0N,https://www.boerse-frankfurt.de/anleihe/usg4923nab40-investment-energy-resources-ltd-6-25-21-29,usg4923nab40,#NAME?,investment energy resources ltd,6 25 21 29,6.25,21,29,1
"Investment Energy Resources Ltd. 6,25% 21/29",investment energy resources ltd 6 25 21 29,A3KP0N,https://www.boerse-frankfurt.de/anleihe/usg4923nab40-investment-energy-resources-ltd-6-25-21-29,usg4923nab40,investment-energy-resources-ltd-6-25-21-29,investment energy resources ltd,6 25 21 29,6.25,21,29,0
"Bank of China Ltd. [Luxembourg Branch] 1,4% 21/26",bank of china ltd luxembourg branch 1 4 21 26,A3KP8U,https://www.boerse-frankfurt.de/anleihe/xs2334572562-bank-of-china-ltd-luxembourg-branch-1-4-21-26,xs2334572562,#NAME?,bank of china ltd luxembourg branch,1 4 21 26,1.4,21,26,1
"Bank of China Ltd. [Luxembourg Branch] 1,4% 21/26",bank of china ltd luxembourg branch 1 4 21 26,A3KP8U,https://www.boerse-frankfurt.de/anleihe/xs2334572562-bank-of-china-ltd-luxembourg-branch-1-4-21-26,xs2334572562,bank-of-china-ltd-luxembourg-branch-1-4-21-26,bank of china ltd luxembourg branch,1 4 21 26,1.4,21,26,0
"Metlen Energy & Metals S.A. 2,25% 21/26",metlen energy metals s a 2 25 21 26,A3KP96,https://www.boerse-frankfurt.de/anleihe/xs2337604479-metlen-energy-metals-s-a-2-25-21-26,xs2337604479,#NAME?,metlen energy metals s a,2 25 21 26,2.25,21,26,1
"Metlen Energy & Metals S.A. 2,25% 21/26",metlen energy metals s a 2 25 21 26,A3KP96,https://www.boerse-frankfurt.de/anleihe/xs2337604479-metlen-energy-metals-s-a-2-25-21-26,xs2337604479,metlen-energy-metals-s-a-2-25-21-26,metlen energy metals s a,2 25 21 26,2.25,21,26,0
"VGP N.V. 1,5% 21/29",vgp n v 1 5 21 29,A3KPB1,https://www.boerse-frankfurt.de/anleihe/be6327721237-vgp-n-v-1-5-21-29,be6327721237,#NAME?,vgp n v,1 5 21 29,1.5,21,29,1
"VGP N.V. 1,5% 21/29",vgp n v 1 5 21 29,A3KPB1,https://www.boerse-frankfurt.de/anleihe/be6327721237-vgp-n-v-1-5-21-29,be6327721237,vgp-n-v-1-5-21-29,vgp n v,1 5 21 29,1.5,21,29,0
"Nederlandse Waterschapsbank N.V. 0,5% 21/51",nederlandse waterschapsbank n v 0 5 21 51,A3KPVU,https://www.boerse-frankfurt.de/anleihe/xs2334267098-nederlandse-waterschapsbank-n-v-0-5-21-51,xs2334267098,#NAME?,nederlandse waterschapsbank n v,0 5 21 51,0.5,21,51,1
"Nederlandse Waterschapsbank N.V. 0,5% 21/51",nederlandse waterschapsbank n v 0 5 21 51,A3KPVU,https://www.boerse-frankfurt.de/anleihe/xs2334267098-nederlandse-waterschapsbank-n-v-0-5-21-51,xs2334267098,nederlandse-waterschapsbank-n-v-0-5-21-51,nederlandse waterschapsbank n v,0 5 21 51,0.5,21,51,0
Raiffeisenbank a.s. 1% 21/28,raiffeisenbank a s 1 21 28,A3KR77,https://www.boerse-frankfurt.de/anleihe/xs2348241048-raiffeisenbank-a-s-1-21-28,xs2348241048,#NAME?,raiffeisenbank a s,1 21 28,1,21,28,1
Raiffeisenbank a.s. 1% 21/28,raiffeisenbank a s 1 21 28,A3KR77,https://www.boerse-frankfurt.de/anleihe/xs2348241048-raiffeisenbank-a-s-1-21-28,xs2348241048,raiffeisenbank-a-s-1-21-28,raiffeisenbank a s,1 21 28,1,21,28,0
"Belfius Bank S.A. 0,375% 21/27",belfius bank s a 0 375 21 27,A3KR7Y,https://www.boerse-frankfurt.de/anleihe/be6328785207-belfius-bank-s-a-0-375-21-27,be6328785207,#NAME?,belfius bank s a,0 375 21 27,0.375,21,27,1
"Belfius Bank S.A. 0,375% 21/27",belfius bank s a 0 375 21 27,A3KR7Y,https://www.boerse-frankfurt.de/anleihe/be6328785207-belfius-bank-s-a-0-375-21-27,be6328785207,belfius-bank-s-a-0-375-21-27,belfius bank s a,0 375 21 27,0.375,21,27,0
"Air Liquide Finance S.A. 0,375% 21/31",air liquide finance s a 0 375 21 31,A3KRNQ,https://www.boerse-frankfurt.de/anleihe/fr0014003n69-air-liquide-finance-s-a-0-375-21-31,fr0014003n69,#NAME?,air liquide finance s a,0 375 21 31,0.375,21,31,1
"Air Liquide Finance S.A. 0,375% 21/31",air liquide finance s a 0 375 21 31,A3KRNQ,https://www.boerse-frankfurt.de/anleihe/fr0014003n69-air-liquide-finance-s-a-0-375-21-31,fr0014003n69,air-liquide-finance-s-a-0-375-21-31,air liquide finance s a,0 375 21 31,0.375,21,31,0
"Merlin Properties SOCIMI S.A. 1,375% 21/30",merlin properties socimi s a 1 375 21 30,A3KRXC,https://www.boerse-frankfurt.de/anleihe/xs2347367018-merlin-properties-socimi-s-a-1-375-21-30,xs2347367018,#NAME?,merlin properties socimi s a,1 375 21 30,1.375,21,30,1
"Merlin Properties SOCIMI S.A. 1,375% 21/30",merlin properties socimi s a 1 375 21 30,A3KRXC,https://www.boerse-frankfurt.de/anleihe/xs2347367018-merlin-properties-socimi-s-a-1-375-21-30,xs2347367018,merlin-properties-socimi-s-a-1-375-21-30,merlin properties socimi s a,1 375 21 30,1.375,21,30,0
"SIGNA Development Finance S.C.S. 5,5% 21/26",signa development finance s c s 5 5 21 26,A3KS5R,https://www.boerse-frankfurt.de/anleihe/de000a3ks5r1-signa-development-finance-s-c-s-5-5-21-26,de000a3ks5r1,-signa-development-finance-s-c-s-5-5-21-26,signa development finance s c s,5 5 21 26,5.5,21,26,1
"SIGNA Development Finance S.C.S. 5,5% 21/26",signa development finance s c s 5 5 21 26,A3KS5R,https://www.boerse-frankfurt.de/anleihe/de000a3ks5r1-signa-development-finance-s-c-s-5-5-21-26,de000a3ks5r1,signa-development-finance-s-c-s-5-5-21-26,signa development finance s c s,5 5 21 26,5.5,21,26,0
"Raiffeisen Bank International AG 1,375% 21/33",raiffeisen bank international ag 1 375 21 33,A3KSH7,https://www.boerse-frankfurt.de/anleihe/xs2353473692-raiffeisen-bank-international-ag-1-375-21-33,xs2353473692,#NAME?,raiffeisen bank international ag,1 375 21 33,1.375,21,33,1
"Raiffeisen Bank International AG 1,375% 21/33",raiffeisen bank international ag 1 375 21 33,A3KSH7,https://www.boerse-frankfurt.de/anleihe/xs2353473692-raiffeisen-bank-international-ag-1-375-21-33,xs2353473692,raiffeisen-bank-international-ag-1-375-21-33,raiffeisen bank international ag,1 375 21 33,1.375,21,33,0
"Instituto de Credito Oficial 0,000% 21/27",instituto de credito oficial 0 000 21 27,A3KSMW,https://www.boerse-frankfurt.de/anleihe/xs2356033147-instituto-de-credito-oficial-0-000-21-27,xs2356033147,#NAME?,instituto de credito oficial,0 000 21 27,0,21,27,1
"Instituto de Credito Oficial 0,000% 21/27",instituto de credito oficial 0 000 21 27,A3KSMW,https://www.boerse-frankfurt.de/anleihe/xs2356033147-instituto-de-credito-oficial-0-000-21-27,xs2356033147,instituto-de-credito-oficial-0-000-21-27,instituto de credito oficial,0 000 21 27,0,21,27,0
"Derichebourg S.A. 2,25% 21/28",derichebourg s a 2 25 21 28,A3KSQM,https://www.boerse-frankfurt.de/anleihe/xs2351382473-derichebourg-s-a-2-25-21-28,xs2351382473,#NAME?,derichebourg s a,2 25 21 28,2.25,21,28,1
"Derichebourg S.A. 2,25% 21/28",derichebourg s a 2 25 21 28,A3KSQM,https://www.boerse-frankfurt.de/anleihe/xs2351382473-derichebourg-s-a-2-25-21-28,xs2351382473,derichebourg-s-a-2-25-21-28,derichebourg s a,2 25 21 28,2.25,21,28,0
"Terna Rete Elettrica Nazionale S.p.A. 0,375% 21/29",terna rete elettrica nazionale s p a 0 375 21 29,A3KSW1,https://www.boerse-frankfurt.de/anleihe/xs2357205587-terna-rete-elettrica-nazionale-s-p-a-0-375-21-29,xs2357205587,#NAME?,terna rete elettrica nazionale s p a,0 375 21 29,0.375,21,29,1
"Terna Rete Elettrica Nazionale S.p.A. 0,375% 21/29",terna rete elettrica nazionale s p a 0 375 21 29,A3KSW1,https://www.boerse-frankfurt.de/anleihe/xs2357205587-terna-rete-elettrica-nazionale-s-p-a-0-375-21-29,xs2357205587,terna-rete-elettrica-nazionale-s-p-a-0-375-21-29,terna rete elettrica nazionale s p a,0 375 21 29,0.375,21,29,0
"De Volksbank N.V. 0,25% 21/26",de volksbank n v 0 25 21 26,A3KSXY,https://www.boerse-frankfurt.de/anleihe/xs2356091269-de-volksbank-n-v-0-25-21-26,xs2356091269,#NAME?,de volksbank n v,0 25 21 26,0.25,21,26,1
"De Volksbank N.V. 0,25% 21/26",de volksbank n v 0 25 21 26,A3KSXY,https://www.boerse-frankfurt.de/anleihe/xs2356091269-de-volksbank-n-v-0-25-21-26,xs2356091269,de-volksbank-n-v-0-25-21-26,de volksbank n v,0 25 21 26,0.25,21,26,0
"UniCredit S.p.A. 0,8% 21/29",unicredit s p a 0 8 21 29,A3KTD7,https://www.boerse-frankfurt.de/anleihe/xs2360310044-unicredit-s-p-a-0-8-21-29,xs2360310044,#NAME?,unicredit s p a,0 8 21 29,0.8,21,29,1
"UniCredit S.p.A. 0,8% 21/29",unicredit s p a 0 8 21 29,A3KTD7,https://www.boerse-frankfurt.de/anleihe/xs2360310044-unicredit-s-p-a-0-8-21-29,xs2360310044,unicredit-s-p-a-0-8-21-29,unicredit s p a,0 8 21 29,0.8,21,29,0
"Caisse Francaise de Financement Local 0,125% 21/31",caisse francaise de financement local 0 125 21 31,A3KTDV,https://www.boerse-frankfurt.de/anleihe/fr00140049n1-caisse-francaise-de-financement-local-0-125-21-31,fr00140049n1,caisse-francaise-de-financement-local-0-125-21-31,caisse francaise de financement local,0 125 21 31,0.125,21,31,0
Renewi PLC 3% 21/27,renewi plc 3 21 27,A3KTUZ,https://www.boerse-frankfurt.de/anleihe/xs2353474401-renewi-plc-3-21-27,xs2353474401,#NAME?,renewi plc,3 21 27,3,21,27,1
Renewi PLC 3% 21/27,renewi plc 3 21 27,A3KTUZ,https://www.boerse-frankfurt.de/anleihe/xs2353474401-renewi-plc-3-21-27,xs2353474401,renewi-plc-3-21-27,renewi plc,3 21 27,3,21,27,0
"SpareBank 1 Sor-Norge ASA 0,375% 21/27",sparebank 1 sor norge asa 0 375 21 27,A3KTYL,https://www.boerse-frankfurt.de/anleihe/xs2363982344-sparebank-1-sor-norge-asa-0-375-21-27,xs2363982344,#NAME?,sparebank 1 sor norge asa,0 375 21 27,0.375,21,27,1
"SpareBank 1 Sor-Norge ASA 0,375% 21/27",sparebank 1 sor norge asa 0 375 21 27,A3KTYL,https://www.boerse-frankfurt.de/anleihe/xs2363982344-sparebank-1-sor-norge-asa-0-375-21-27,xs2363982344,sparebank-1-sor-norge-asa-0-375-21-27,sparebank 1 sor norge asa,0 375 21 27,0.375,21,27,0
"Banca Popolare di Sondrio S.p.A. 1,25% 21/27",banca popolare di sondrio s p a 1 25 21 27,A3KTYN,https://www.boerse-frankfurt.de/anleihe/xs2363719050-banca-popolare-di-sondrio-s-p-a-1-25-21-27,xs2363719050,#NAME?,banca popolare di sondrio s p a,1 25 21 27,1.25,21,27,1
"Banca Popolare di Sondrio S.p.A. 1,25% 21/27",banca popolare di sondrio s p a 1 25 21 27,A3KTYN,https://www.boerse-frankfurt.de/anleihe/xs2363719050-banca-popolare-di-sondrio-s-p-a-1-25-21-27,xs2363719050,banca-popolare-di-sondrio-s-p-a-1-25-21-27,banca popolare di sondrio s p a,1 25 21 27,1.25,21,27,0
"Lar Espana Real Estate SOCIMI S.A. 1,75% 21/26",lar espana real estate socimi s a 1 75 21 26,A3KUAY,https://www.boerse-frankfurt.de/anleihe/xs2363989273-lar-espana-real-estate-socimi-s-a-1-75-21-26,xs2363989273,#NAME?,lar espana real estate socimi s a,1 75 21 26,1.75,21,26,1
"Lar Espana Real Estate SOCIMI S.A. 1,75% 21/26",lar espana real estate socimi s a 1 75 21 26,A3KUAY,https://www.boerse-frankfurt.de/anleihe/xs2363989273-lar-espana-real-estate-socimi-s-a-1-75-21-26,xs2363989273,lar-espana-real-estate-socimi-s-a-1-75-21-26,lar espana real estate socimi s a,1 75 21 26,1.75,21,26,0
"Mizuho Financial Group Inc. 2,564% 21/31",mizuho financial group inc 2 564 21 31,A3KV3G,https://www.boerse-frankfurt.de/anleihe/us60687ybu29-mizuho-financial-group-inc-2-564-21-31,us60687ybu29,mizuho-financial-group-inc-2-564-21-31,mizuho financial group inc,2 564 21 31,2.564,21,31,0
"East Japan Railway Co. 1,162% 21/28",east japan railway co 1 162 21 28,A3KV4B,https://www.boerse-frankfurt.de/anleihe/xs2385120857-east-japan-railway-co-1-162-21-28,xs2385120857,east-japan-railway-co-1-162-21-28,east japan railway co,1 162 21 28,1.162,21,28,0
"ERG S.p.A. 0,875% 21/31",erg s p a 0 875 21 31,A3KV7C,https://www.boerse-frankfurt.de/anleihe/xs2386650274-erg-s-p-a-0-875-21-31,xs2386650274,#NAME?,erg s p a,0 875 21 31,0.875,21,31,1
"ERG S.p.A. 0,875% 21/31",erg s p a 0 875 21 31,A3KV7C,https://www.boerse-frankfurt.de/anleihe/xs2386650274-erg-s-p-a-0-875-21-31,xs2386650274,erg-s-p-a-0-875-21-31,erg s p a,0 875 21 31,0.875,21,31,0
"China Merchants Bank Co. Ltd. [Luxembourg Branch] 1,25% 21/26",china merchants bank co ltd luxembourg branch 1 25 21 26,A3KVNY,https://www.boerse-frankfurt.de/anleihe/xs2379392397-china-merchants-bank-co-ltd-luxembourg-branch-1-25-21-26,xs2379392397,#NAME?,china merchants bank co ltd luxembourg branch,1 25 21 26,1.25,21,26,1
"China Merchants Bank Co. Ltd. [Luxembourg Branch] 1,25% 21/26",china merchants bank co ltd luxembourg branch 1 25 21 26,A3KVNY,https://www.boerse-frankfurt.de/anleihe/xs2379392397-china-merchants-bank-co-ltd-luxembourg-branch-1-25-21-26,xs2379392397,china-merchants-bank-co-ltd-luxembourg-branch-1-25-21-26,china merchants bank co ltd luxembourg branch,1 25 21 26,1.25,21,26,0
"Sparebanken Vest Boligkreditt AS 0,01% 21/26",sparebanken vest boligkreditt as 0 01 21 26,A3KW84,https://www.boerse-frankfurt.de/anleihe/xs2397352233-sparebanken-vest-boligkreditt-as-0-01-21-26,xs2397352233,#NAME?,sparebanken vest boligkreditt as,0 01 21 26,0.01,21,26,1
"Sparebanken Vest Boligkreditt AS 0,01% 21/26",sparebanken vest boligkreditt as 0 01 21 26,A3KW84,https://www.boerse-frankfurt.de/anleihe/xs2397352233-sparebanken-vest-boligkreditt-as-0-01-21-26,xs2397352233,sparebanken-vest-boligkreditt-as-0-01-21-26,sparebanken vest boligkreditt as,0 01 21 26,0.01,21,26,0
"Power Finance Corp. Ltd. 1,841% 21/28",power finance corp ltd 1 841 21 28,A3KWCY,https://www.boerse-frankfurt.de/anleihe/xs2384373341-power-finance-corp-ltd-1-841-21-28,xs2384373341,#NAME?,power finance corp ltd,1 841 21 28,1.841,21,28,1
"Power Finance Corp. Ltd. 1,841% 21/28",power finance corp ltd 1 841 21 28,A3KWCY,https://www.boerse-frankfurt.de/anleihe/xs2384373341-power-finance-corp-ltd-1-841-21-28,xs2384373341,power-finance-corp-ltd-1-841-21-28,power finance corp ltd,1 841 21 28,1.841,21,28,0
"mBank S.A. 0,966% 21/27",mbank s a 0 966 21 27,A3KWEY,https://www.boerse-frankfurt.de/anleihe/xs2388876232-mbank-s-a-0-966-21-27,xs2388876232,#NAME?,mbank s a,0 966 21 27,0.966,21,27,1
"mBank S.A. 0,966% 21/27",mbank s a 0 966 21 27,A3KWEY,https://www.boerse-frankfurt.de/anleihe/xs2388876232-mbank-s-a-0-966-21-27,xs2388876232,mbank-s-a-0-966-21-27,mbank s a,0 966 21 27,0.966,21,27,0
"Ungarn, Republik 3,125% 21/51",ungarn republik 3 125 21 51,A3KWJE,https://www.boerse-frankfurt.de/anleihe/xs2388586583-ungarn-republik-3-125-21-51,xs2388586583,ungarn-republik-3-125-21-51,ungarn republik,3 125 21 51,3.125,21,51,0
"Industrial & Commercial Bank of China [Asia] Ltd. 1,625% 21/26",industrial commercial bank of china asia ltd 1 625 21 26,A3KX3L,https://www.boerse-frankfurt.de/anleihe/xs2381043350-industrial-commercial-bank-of-china-asia-ltd-1-625-21-26,xs2381043350,#NAME?,industrial commercial bank of china asia ltd,1 625 21 26,1.625,21,26,1
"Industrial & Commercial Bank of China [Asia] Ltd. 1,625% 21/26",industrial commercial bank of china asia ltd 1 625 21 26,A3KX3L,https://www.boerse-frankfurt.de/anleihe/xs2381043350-industrial-commercial-bank-of-china-asia-ltd-1-625-21-26,xs2381043350,industrial-commercial-bank-of-china-asia-ltd-1-625-21-26,industrial commercial bank of china asia ltd,1 625 21 26,1.625,21,26,0
"Lar Espana Real Estate SOCIMI S.A. 1,843% 21/28",lar espana real estate socimi s a 1 843 21 28,A3KX77,https://www.boerse-frankfurt.de/anleihe/xs2403391886-lar-espana-real-estate-socimi-s-a-1-843-21-28,xs2403391886,#NAME?,lar espana real estate socimi s a,1 843 21 28,1.843,21,28,1
"Lar Espana Real Estate SOCIMI S.A. 1,843% 21/28",lar espana real estate socimi s a 1 843 21 28,A3KX77,https://www.boerse-frankfurt.de/anleihe/xs2403391886-lar-espana-real-estate-socimi-s-a-1-843-21-28,xs2403391886,lar-espana-real-estate-socimi-s-a-1-843-21-28,lar espana real estate socimi s a,1 843 21 28,1.843,21,28,0
A2A S.p.A. 1% 21/33,a2a s p a 1 21 33,A3KX7Y,https://www.boerse-frankfurt.de/anleihe/xs2403533263-a2a-s-p-a-1-21-33,xs2403533263,#NAME?,a2a s p a,1 21 33,1,21,33,1
A2A S.p.A. 1% 21/33,a2a s p a 1 21 33,A3KX7Y,https://www.boerse-frankfurt.de/anleihe/xs2403533263-a2a-s-p-a-1-21-33,xs2403533263,a2a-s-p-a-1-21-33,a2a s p a,1 21 33,1,21,33,0
"Nordea Bank Abp 0,5% 21/28",nordea bank abp 0 5 21 28,A3KX87,https://www.boerse-frankfurt.de/anleihe/xs2403444677-nordea-bank-abp-0-5-21-28,xs2403444677,nordea-bank-abp-0-5-21-28,nordea bank abp,0 5 21 28,0.5,21,28,0
"Piraeus Bank S.A. 3,875% 21/27",piraeus bank s a 3 875 21 27,A3KYEL,https://www.boerse-frankfurt.de/anleihe/xs2400040460-piraeus-bank-s-a-3-875-21-27,xs2400040460,#NAME?,piraeus bank s a,3 875 21 27,3.875,21,27,1
"Piraeus Bank S.A. 3,875% 21/27",piraeus bank s a 3 875 21 27,A3KYEL,https://www.boerse-frankfurt.de/anleihe/xs2400040460-piraeus-bank-s-a-3-875-21-27,xs2400040460,piraeus-bank-s-a-3-875-21-27,piraeus bank s a,3 875 21 27,3.875,21,27,0
"SpareBank 1 Sor-Norge ASA 0,25% 21/26",sparebank 1 sor norge asa 0 25 21 26,A3KYQD,https://www.boerse-frankfurt.de/anleihe/xs2406010285-sparebank-1-sor-norge-asa-0-25-21-26,xs2406010285,#NAME?,sparebank 1 sor norge asa,0 25 21 26,0.25,21,26,1
"SpareBank 1 Sor-Norge ASA 0,25% 21/26",sparebank 1 sor norge asa 0 25 21 26,A3KYQD,https://www.boerse-frankfurt.de/anleihe/xs2406010285-sparebank-1-sor-norge-asa-0-25-21-26,xs2406010285,sparebank-1-sor-norge-asa-0-25-21-26,sparebank 1 sor norge asa,0 25 21 26,0.25,21,26,0
"A.P.Moeller-Maersk A/S 0,75% 21/31",a p moeller maersk a s 0 75 21 31,A3KZE3,https://www.boerse-frankfurt.de/anleihe/xs2410368042-a-p-moeller-maersk-a-s-0-75-21-31,xs2410368042,#NAME?,a p moeller maersk a s,0 75 21 31,0.75,21,31,1
"A.P.Moeller-Maersk A/S 0,75% 21/31",a p moeller maersk a s 0 75 21 31,A3KZE3,https://www.boerse-frankfurt.de/anleihe/xs2410368042-a-p-moeller-maersk-a-s-0-75-21-31,xs2410368042,a-p-moeller-maersk-a-s-0-75-21-31,a p moeller maersk a s,0 75 21 31,0.75,21,31,0
"ProLogis International Funding II S.A. 4,375% 24/36",prologis international funding ii s a 4 375 24 36,A3L0BJ,https://www.boerse-frankfurt.de/anleihe/xs2847688251-prologis-international-funding-ii-s-a-4-375-24-36,xs2847688251,prologis-international-funding-ii-s-a-4-375-24-36,prologis international funding ii s a,4 375 24 36,4.375,24,36,0
"Iberdrola Finanzas S.A. 3,625% 24/34",iberdrola finanzas s a 3 625 24 34,A3L1JT,https://www.boerse-frankfurt.de/anleihe/xs2861000235-iberdrola-finanzas-s-a-3-625-24-34,xs2861000235,iberdrola-finanzas-s-a-3-625-24-34,iberdrola finanzas s a,3 625 24 34,3.625,24,34,0
"EnBW International Finance B.V. 3,5% 24/31",enbw international finance b v 3 5 24 31,A3L1LT,https://www.boerse-frankfurt.de/anleihe/xs2862984510-enbw-international-finance-b-v-3-5-24-31,xs2862984510,enbw-international-finance-b-v-3-5-24-31,enbw international finance b v,3 5 24 31,3.5,24,31,0
EnBW International Finance B.V. 4% 24/36,enbw international finance b v 4 24 36,A3L1LU,https://www.boerse-frankfurt.de/anleihe/xs2862984601-enbw-international-finance-b-v-4-24-36,xs2862984601,enbw-international-finance-b-v-4-24-36,enbw international finance b v,4 24 36,4,24,36,0
"Generali S.p.A. 4,156% 24/35",generali s p a 4 156 24 35,A3L351,https://www.boerse-frankfurt.de/anleihe/xs2911633274-generali-s-p-a-4-156-24-35,xs2911633274,generali-s-p-a-4-156-24-35,generali s p a,4 156 24 35,4.156,24,35,0
"Polen, Republik 3,125% 24/31",polen republik 3 125 24 31,A3L4ZT,https://www.boerse-frankfurt.de/anleihe/xs2922763896-polen-republik-3-125-24-31,xs2922763896,polen-republik-3-125-24-31,polen republik,3 125 24 31,3.125,24,31,0
"Polen, Republik 3,875% 24/39",polen republik 3 875 24 39,A3L4ZU,https://www.boerse-frankfurt.de/anleihe/xs2922764191-polen-republik-3-875-24-39,xs2922764191,polen-republik-3-875-24-39,polen republik,3 875 24 39,3.875,24,39,0
EnBW International Finance B.V. 3% 24/29,enbw international finance b v 3 24 29,A3L594,https://www.boerse-frankfurt.de/anleihe/xs2942478822-enbw-international-finance-b-v-3-24-29,xs2942478822,enbw-international-finance-b-v-3-24-29,enbw international finance b v,3 24 29,3,24,29,0
"EnBW International Finance B.V. 3,75% 24/35",enbw international finance b v 3 75 24 35,A3L595,https://www.boerse-frankfurt.de/anleihe/xs2942479044-enbw-international-finance-b-v-3-75-24-35,xs2942479044,enbw-international-finance-b-v-3-75-24-35,enbw international finance b v,3 75 24 35,3.75,24,35,0
"De Volksbank N.V. 4,125% 24/35",de volksbank n v 4 125 24 35,A3L6GY,https://www.boerse-frankfurt.de/anleihe/xs2948048462-de-volksbank-n-v-4-125-24-35,xs2948048462,de-volksbank-n-v-4-125-24-35,de volksbank n v,4 125 24 35,4.125,24,35,0
"Chile, Republik 3,75% 25/32",chile republik 3 75 25 32,A3L706,https://www.boerse-frankfurt.de/anleihe/xs2975303483-chile-republik-3-75-25-32,xs2975303483,chile-republik-3-75-25-32,chile republik,3 75 25 32,3.75,25,32,0
"Ungarn, Republik 4,5% 25/34",ungarn republik 4 5 25 34,A3L708,https://www.boerse-frankfurt.de/anleihe/xs2971936948-ungarn-republik-4-5-25-34,xs2971936948,ungarn-republik-4-5-25-34,ungarn republik,4 5 25 34,4.5,25,34,0
"Ungarn, Republik 4,875% 25/40",ungarn republik 4 875 25 40,A3L709,https://www.boerse-frankfurt.de/anleihe/xs2971937672-ungarn-republik-4-875-25-40,xs2971937672,ungarn-republik-4-875-25-40,ungarn republik,4 875 25 40,4.875,25,40,0
"Japan Finance Organization for Municipalities 2,75% 25/30",japan finance organization for municipalities 2 75 25 30,A3L72D,https://www.boerse-frankfurt.de/anleihe/xs2967933453-japan-finance-organization-for-municipalities-2-75-25-30,xs2967933453,japan-finance-organization-for-municipalities-2-75-25-30,japan finance organization for municipalities,2 75 25 30,2.75,25,30,0
"Chile, Republik 5,65% 25/37",chile republik 5 65 25 37,A3L76B,https://www.boerse-frankfurt.de/anleihe/us168863ee43-chile-republik-5-65-25-37,us168863ee43,chile-republik-5-65-25-37,chile republik,5 65 25 37,5.65,25,37,0
"Credit Agricole Italia S.p.A. 3,25% 25/34",credit agricole italia s p a 3 25 25 34,A3L77C,https://www.boerse-frankfurt.de/anleihe/it0005631491-credit-agricole-italia-s-p-a-3-25-25-34,it0005631491,credit-agricole-italia-s-p-a-3-25-25-34,credit agricole italia s p a,3 25 25 34,3.25,25,34,0
"Nederlandse Waterschapsbank N.V. 2,75% 22/27",nederlandse waterschapsbank n v 2 75 22 27,A3LA5H,https://www.boerse-frankfurt.de/anleihe/xs2553554812-nederlandse-waterschapsbank-n-v-2-75-22-27,xs2553554812,#NAME?,nederlandse waterschapsbank n v,2 75 22 27,2.75,22,27,1
"Nederlandse Waterschapsbank N.V. 2,75% 22/27",nederlandse waterschapsbank n v 2 75 22 27,A3LA5H,https://www.boerse-frankfurt.de/anleihe/xs2553554812-nederlandse-waterschapsbank-n-v-2-75-22-27,xs2553554812,nederlandse-waterschapsbank-n-v-2-75-22-27,nederlandse waterschapsbank n v,2 75 22 27,2.75,22,27,0
"Volkswagen International Finance N.V. 4,25% 22/28",volkswagen international finance n v 4 25 22 28,A3LA6B,https://www.boerse-frankfurt.de/anleihe/xs2554488978-volkswagen-international-finance-n-v-4-25-22-28,xs2554488978,#NAME?,volkswagen international finance n v,4 25 22 28,4.25,22,28,1
"Volkswagen International Finance N.V. 4,25% 22/28",volkswagen international finance n v 4 25 22 28,A3LA6B,https://www.boerse-frankfurt.de/anleihe/xs2554488978-volkswagen-international-finance-n-v-4-25-22-28,xs2554488978,volkswagen-international-finance-n-v-4-25-22-28,volkswagen international finance n v,4 25 22 28,4.25,22,28,0
"Volkswagen International Finance N.V. 4,375% 22/30",volkswagen international finance n v 4 375 22 30,A3LA6C,https://www.boerse-frankfurt.de/anleihe/xs2554489513-volkswagen-international-finance-n-v-4-375-22-30,xs2554489513,#NAME?,volkswagen international finance n v,4 375 22 30,4.375,22,30,1
"Volkswagen International Finance N.V. 4,375% 22/30",volkswagen international finance n v 4 375 22 30,A3LA6C,https://www.boerse-frankfurt.de/anleihe/xs2554489513-volkswagen-international-finance-n-v-4-375-22-30,xs2554489513,volkswagen-international-finance-n-v-4-375-22-30,volkswagen international finance n v,4 375 22 30,4.375,22,30,0
"Ceske Drahy AS 5,625% 22/27",ceske drahy as 5 625 22 27,A3LADJ,https://www.boerse-frankfurt.de/anleihe/xs2495084621-ceske-drahy-as-5-625-22-27,xs2495084621,#NAME?,ceske drahy as,5 625 22 27,5.625,22,27,1
"Ceske Drahy AS 5,625% 22/27",ceske drahy as 5 625 22 27,A3LADJ,https://www.boerse-frankfurt.de/anleihe/xs2495084621-ceske-drahy-as-5-625-22-27,xs2495084621,ceske-drahy-as-5-625-22-27,ceske drahy as,5 625 22 27,5.625,22,27,0
"ENEL Finance International N.V. 7,5% 22/32",enel finance international n v 7 5 22 32,A3LAEN,https://www.boerse-frankfurt.de/anleihe/usn30707at57-enel-finance-international-n-v-7-5-22-32,usn30707at57,enel-finance-international-n-v-7-5-22-32,enel finance international n v,7 5 22 32,7.5,22,32,0
"Polen, Republik 5,5% 22/27",polen republik 5 5 22 27,A3LBA0,https://www.boerse-frankfurt.de/anleihe/us857524ad47-polen-republik-5-5-22-27,us857524ad47,polen-republik-5-5-22-27,polen republik,5 5 22 27,5.5,22,27,0
